"Frame","Time","TrackId","x","y","ValueChanged"
#4394.mp4
#-v --headless --default knn-small.def --view-scale 1222.46 --csv-units m --mask-file 4394.json 4394.mp4
58,0.24166666666666667,0,0.24708426342138748,0.591851488398649,true
59,0.24583333333333332,0,0.24703079038149764,0.5918705110206827,true
60,0.25,0,0.24700969574157844,0.5918615738832967,true
61,0.25416666666666665,0,0.24644570745157304,0.5919115519532592,true
62,0.25833333333333336,0,0.24597114046356833,0.591923285066587,true
63,0.2625,0,0.24564992776316555,0.5919386130061259,true
64,0.26666666666666666,0,0.24571453477868138,0.591867615188457,true
65,0.2708333333333333,0,0.24557815605929845,0.5919016162530368,true
66,0.275,0,0.24543481236413153,0.5918989201333785,true
67,0.2791666666666667,0,0.24526945035842174,0.5919005178339168,true
68,0.2833333333333333,0,0.24519865225332013,0.5919013166841859,true
69,0.2875,0,0.2451823007868739,0.5919016162530368,true
70,0.2916666666666667,0,0.2451922614511671,0.5919016661811787,true
71,0.29583333333333334,0,0.24521125910912983,0.591901566324895,true
72,0.3,0,0.2452293580605398,0.5919160454860231,true
73,0.30416666666666664,0,0.24523342720409816,0.5919352178924822,true
74,0.30833333333333335,0,0.24524139074271856,0.5919605314603852,true
75,0.3125,0,0.245246832910177,0.5919734628491167,true
76,0.31666666666666665,0,0.24525010320346624,0.5919785555195823,true
77,0.32083333333333336,0,0.2450732077969959,0.5920520996724842,true
78,0.325,0,0.2448685773077442,0.5920518500317751,true
79,0.32916666666666666,0,0.24470606120611818,0.5920125066560203,true
80,0.3333333333333333,0,0.24449351710638792,0.5920040188719109,true
81,0.3375,0,0.2441777715375145,0.5920274351704248,true
82,0.3416666666666667,0,0.24400941384329547,0.59205993839075,true
83,0.3458333333333333,0,0.24394538100141056,0.5920775630248126,true
84,0.35,0,0.24383221886797418,0.5920093611830857,true
85,0.3541666666666667,0,0.2437636425651836,0.5919868935192665,true
86,0.35833333333333334,0,0.24386227560935017,0.5919414589102097,true
87,0.3625,0,0.2438611272620883,0.5919248827671253,true
88,0.36666666666666664,0,0.24353602016662354,0.5918906320618363,true
89,0.37083333333333335,0,0.2433538573411911,0.5918745052720282,true
90,0.375,0,0.242343960816586,0.5918454970216305,true
91,0.37916666666666665,0,0.24220556000745933,0.591861224386304,true
92,0.38333333333333336,0,0.24219247883430234,0.5918962739418621,true
93,0.3875,0,0.24219832042689535,0.5919435558921662,true
94,0.39166666666666666,0,0.24215395927288774,0.5918631216556932,true
95,0.3958333333333333,0,0.24196583003450775,0.5919264305395217,true
96,0.4,0,0.24171683839124847,0.5918410534170084,true
97,0.4041666666666667,0,0.24167257709352452,0.5917545778753752,true
98,0.4083333333333333,0,0.24166244168073495,0.5917520814682842,true
99,0.4125,0,0.24144540404824083,0.5917600699709755,true
100,0.4166666666666667,0,0.24067216691586532,0.5916503778433957,true
101,0.42083333333333334,0,0.24073689875173573,0.591828970806688,true
102,0.425,0,0.24078305731884886,0.5918267739684479,true
103,0.42916666666666664,0,0.24082080299406522,0.5918935278940619,true
104,0.43333333333333335,0,0.2408078716053337,0.5918665666974788,true
105,0.4375,0,0.24083855244848246,0.5916659554236436,true
106,0.44166666666666665,0,0.240569015374864,0.5915870689595671,true
107,0.44583333333333336,0,0.24049080294070202,0.5915278042552261,true
108,0.45,0,0.24035315105370267,0.5914968987354392,true
109,0.45416666666666666,0,0.2393721878872826,0.5911942343397227,true
109,0.45416666666666666,1,0.24691890141567768,0.592657428463917,true
110,0.4583333333333333,0,0.23951003948684924,0.591119042558141,true
111,0.4625,0,0.23965186037369063,0.5910972738883071,true
112,0.4666666666666667,0,0.23980813545758908,0.5910805479607972,true
113,0.4708333333333333,0,0.23883451172801665,0.5908500796581534,true
114,0.475,0,0.23827848697663162,0.5907272564292747,true
115,0.4791666666666667,0,0.23780956186865262,0.5906464227676672,true
116,0.48333333333333334,0,0.23753031377145006,0.5905999895957741,true
117,0.4875,0,0.23738577180087947,0.5904816598996593,true
118,0.49166666666666664,0,0.23732118974943453,0.5904477087632213,true
119,0.49583333333333335,0,0.2373119280791268,0.5904308829794277,true
120,0.5,0,0.23730783397149752,0.5903501991022456,true
121,0.5041666666666667,0,0.2373267567372475,0.5903121538581784,true
122,0.5083333333333333,0,0.23735149613151962,0.5902999214634322,true
123,0.5125,0,0.23706081448984015,0.5901571269778254,true
124,0.5166666666666667,0,0.236865495599038,0.5900760436755088,true
125,0.5208333333333334,0,0.23671815765252543,0.5900190756656915,true
126,0.525,0,0.23666044072058082,0.5899730419189329,true
127,0.5291666666666667,0,0.23659129024415929,0.589966601188638,true
128,0.5333333333333333,0,0.23656420422722163,0.5900149316299204,true
129,0.5375,0,0.2362494072930428,0.589981080349766,true
130,0.5416666666666666,0,0.2361017697776793,0.5899337484713201,true
131,0.5458333333333333,0,0.2360045097574128,0.589927657238018,true
132,0.55,0,0.23600885350575118,0.5899102822446644,true
133,0.5541666666666667,0,0.23590028476136232,0.5898297481519078,true
134,0.5583333333333333,0,0.2356946557092742,0.5897532083104968,true
135,0.5625,0,0.23557330536057927,0.589718108826797,true
136,0.5666666666666667,0,0.2353005728858843,0.5894250805624519,true
137,0.5708333333333333,0,0.23512814604810686,0.589211338187318,true
138,0.575,0,0.23493457464226844,0.5890486723012665,true
139,0.5791666666666667,0,0.23469591812436602,0.5889301428925844,true
140,0.5833333333333334,0,0.23448654446164136,0.5888916982233825,true
141,0.5875,0,0.23408766853663665,0.5886768574291286,true
142,0.5916666666666667,0,0.23386970723351888,0.5884983643221199,true
143,0.5958333333333333,0,0.2337916945119242,0.5883551204832366,true
144,0.6,0,0.23379661243389352,0.5882758345940255,true
145,0.6041666666666666,0,0.23371927374221343,0.5882540159960499,true
146,0.6083333333333333,0,0.2337249905144519,0.5882235099013975,true
147,0.6125,0,0.23344726522557485,0.5881608500834127,true
148,0.6166666666666667,0,0.2332161228930164,0.5880985896905624,true
149,0.6208333333333333,0,0.23300352886514433,0.5879103605958989,true
150,0.625,0,0.2326850871766126,0.5877238789861989,true
151,0.6291666666666667,0,0.23236092871584244,0.5875916193385161,true
152,0.6333333333333333,0,0.23215110569984138,0.5875402932087246,true
153,0.6375,0,0.23190313758348943,0.5875002508389845,true
154,0.6416666666666667,0,0.2317733993069686,0.5875247156284765,true
155,0.6458333333333334,0,0.23168667412462624,0.587354260952301,true
156,0.65,0,0.23145857740871886,0.5870707689630438,true
157,0.6541666666666667,0,0.23150151561068458,0.5869750067870318,true
158,0.6583333333333333,0,0.23125514519487086,0.5867656081602363,true
159,0.6625,0,0.23112997534332666,0.5866663010861551,true
160,0.6666666666666666,0,0.23091291274676162,0.586727562916169,true
161,0.6708333333333333,0,0.23086635475451392,0.5862896931124024,true
162,0.675,0,0.2307675719259219,0.5859785409325765,true
163,0.6791666666666667,0,0.2304213202623961,0.5856670891838996,true
164,0.6833333333333333,0,0.2302234550363611,0.5854200946663132,true
165,0.6875,0,0.2299480763701496,0.5852147402190051,true
166,0.6916666666666667,0,0.22969913465503214,0.58510984119304,true
167,0.6958333333333333,0,0.22951557384162874,0.5850354981898691,true
168,0.7,0,0.22938129210420227,0.5848534601847912,true
169,0.7041666666666667,0,0.22924636130093212,0.5846839541433103,true
170,0.7083333333333334,0,0.22913289959864483,0.5846332770793624,true
171,0.7125,0,0.22910366667160886,0.5845263309995827,true
172,0.7166666666666667,0,0.22890313028998646,0.5843370534139409,true
173,0.7208333333333333,0,0.22877698683967673,0.5842480814652166,true
174,0.725,0,0.22850597688587457,0.5840070783246486,true
175,0.7291666666666666,0,0.22822146136970994,0.5837902404047218,true
176,0.7333333333333333,0,0.22800874252148332,0.5837307260596717,true
177,0.7375,0,0.22788741713685925,0.583673857906138,true
178,0.7416666666666667,0,0.22785057016819568,0.5836622246490938,true
179,0.7458333333333333,0,0.2278394361925697,0.583448731914669,true
180,0.75,0,0.2277143412332382,0.5832494187725211,true
181,0.7541666666666667,0,0.22765607509173355,0.5831541059497857,true
182,0.7583333333333333,0,0.227654003073848,0.582993986398967,true
183,0.7625,0,0.2276624409298157,0.5827816919399459,true
184,0.7666666666666667,0,0.22758397885494464,0.5826417932865645,true
185,0.7708333333333334,0,0.22749093776266194,0.5824384359649293,true
186,0.775,0,0.22750444332502442,0.5821789594118877,true
187,0.7791666666666667,0,0.2273220558229538,0.581853278142792,true
188,0.7833333333333333,0,0.22712421556098972,0.5816881158496494,true
189,0.7875,0,0.22702331078637028,0.5814337818952153,true
190,0.7916666666666666,0,0.22695296203454507,0.5811622227318531,true
191,0.7958333333333333,0,0.22683283492532474,0.5809110841784956,true
192,0.8,0,0.22663412092087878,0.5807373841731017,true
193,0.8041666666666667,0,0.22645215780801364,0.5806219003810708,true
194,0.8083333333333333,0,0.2263414671175974,0.5805883486697673,true
195,0.8125,0,0.2262241110202481,0.5803091005725647,true
196,0.8166666666666667,0,0.2260997150549021,0.5800532188457341,true
197,0.8208333333333333,0,0.2260458925180195,0.5798116165674644,true
198,0.825,0,0.2257743832827991,0.5795224327700395,true
199,0.8291666666666667,0,0.22550539541874068,0.5793697025842103,true
200,0.8333333333333334,0,0.22535266523291148,0.5793554231356496,true
201,0.8375,0,0.2253223838148973,0.5793451379384346,true
202,0.8416666666666667,0,0.2252961715404415,0.5792528707323501,true
203,0.8458333333333333,0,0.22530051528877987,0.5792143262068646,true
204,0.85,0,0.22528858246288475,0.578896982937453,true
205,0.8541666666666666,0,0.22531359646193688,0.5786899808614647,true
206,0.8583333333333333,0,0.22541030727264336,0.5785183279098856,true
207,0.8625,0,0.22526162126630164,0.5781778679108109,true
208,0.8666666666666667,0,0.22508190491981842,0.5778760522935055,true
