mass_A
t,x,y
3.576000000e1,1.062708544e-1,5.443687689e-1
3.578000000e1,1.062707574e-1,5.443686930e-1
3.580000000e1,1.062704328e-1,5.443689138e-1
3.582000000e1,1.062700878e-1,5.443688866e-1
3.584000000e1,1.062698656e-1,5.443693286e-1
3.586000000e1,1.062691178e-1,5.443694222e-1
3.588000000e1,1.062688676e-1,5.443698706e-1
3.590000000e1,1.062684759e-1,5.443701765e-1
3.592000000e1,1.062683930e-1,5.443710137e-1
3.594000000e1,1.062685239e-1,5.443708342e-1
3.596000000e1,1.062687817e-1,5.443708410e-1
3.598000000e1,1.062690019e-1,5.443707848e-1
3.600000000e1,1.062692131e-1,5.443707925e-1
3.602000000e1,1.062688586e-1,5.443705602e-1
3.604000000e1,1.062691738e-1,5.443699787e-1
3.606000000e1,1.062691110e-1,5.443695382e-1
3.608000000e1,1.062700012e-1,5.443687895e-1
3.610000000e1,1.062699830e-1,5.443689256e-1
3.612000000e1,1.062699629e-1,5.443690513e-1
3.614000000e1,1.062699195e-1,5.443691207e-1
3.616000000e1,1.062698778e-1,5.443691880e-1
3.618000000e1,1.062699440e-1,5.443697656e-1
3.620000000e1,1.062702420e-1,5.443698392e-1
3.622000000e1,1.062704253e-1,5.443699237e-1
3.624000000e1,1.062690403e-1,5.443607206e-1
3.626000000e1,1.062685880e-1,5.443611813e-1
3.628000000e1,1.062693329e-1,5.443617801e-1
3.630000000e1,1.062691696e-1,5.443623187e-1
3.632000000e1,1.062697772e-1,5.443629706e-1
3.634000000e1,1.062696149e-1,5.443628895e-1
3.636000000e1,1.062695499e-1,5.443633753e-1
3.638000000e1,1.062693621e-1,5.443634792e-1
3.640000000e1,1.062694302e-1,5.443641294e-1
3.642000000e1,1.062691171e-1,5.443646319e-1
3.644000000e1,1.062691370e-1,5.443644669e-1
3.646000000e1,1.062692095e-1,5.443646073e-1
3.648000000e1,1.062695184e-1,5.443644004e-1
3.650000000e1,1.062689185e-1,5.443645783e-1
3.652000000e1,1.062685575e-1,5.443650994e-1
3.654000000e1,1.062680388e-1,5.443653779e-1
3.656000000e1,1.062676981e-1,5.443659188e-1
3.658000000e1,1.062676676e-1,5.443659745e-1
3.660000000e1,1.062676470e-1,5.443660973e-1
3.662000000e1,1.062676270e-1,5.443662172e-1
3.664000000e1,1.062676033e-1,5.443663390e-1
3.666000000e1,1.062675854e-1,5.443664521e-1
3.668000000e1,1.062675830e-1,5.443665259e-1
3.670000000e1,1.062675939e-1,5.443665517e-1
3.672000000e1,1.062677178e-1,5.443665833e-1
3.674000000e1,1.062675620e-1,5.443666900e-1
3.676000000e1,1.062675620e-1,5.443666900e-1
3.678000000e1,1.062675620e-1,5.443666900e-1
3.680000000e1,1.062675619e-1,5.443666901e-1
3.682000000e1,1.062666147e-1,5.443671934e-1
3.684000000e1,1.062664923e-1,5.443674999e-1
3.686000000e1,1.062664334e-1,5.443676406e-1
3.688000000e1,1.062662550e-1,5.443682872e-1
3.690000000e1,1.062656702e-1,5.443705442e-1
3.692000000e1,1.062229756e-1,5.444284324e-1
3.694000000e1,1.061833437e-1,5.447600896e-1
3.696000000e1,1.059118896e-1,5.449044058e-1
3.698000000e1,1.058691433e-1,5.449289761e-1
3.700000000e1,1.058466904e-1,5.450761173e-1
3.702000000e1,1.058007586e-1,5.451550483e-1
3.704000000e1,1.057645998e-1,5.452344116e-1
3.706000000e1,1.057645886e-1,5.452444574e-1
3.708000000e1,1.057637226e-1,5.452521516e-1
3.710000000e1,1.057639123e-1,5.452578287e-1
3.712000000e1,1.057630825e-1,5.452622455e-1
3.714000000e1,1.057644702e-1,5.452694335e-1
3.716000000e1,1.057648280e-1,5.452742181e-1
3.718000000e1,1.057655990e-1,5.452791142e-1
3.720000000e1,1.057656950e-1,5.452833469e-1
3.722000000e1,1.057663764e-1,5.452869567e-1
3.724000000e1,1.057664744e-1,5.452903935e-1
3.726000000e1,1.057671733e-1,5.452935867e-1
3.728000000e1,1.057669460e-1,5.452961467e-1
3.730000000e1,1.057669552e-1,5.452981488e-1
3.732000000e1,1.057670676e-1,5.452995832e-1
3.734000000e1,1.057670507e-1,5.453010313e-1
3.736000000e1,1.057676327e-1,5.453021948e-1
3.738000000e1,1.057682592e-1,5.453038990e-1
3.740000000e1,1.057685751e-1,5.453053896e-1
3.742000000e1,1.057692173e-1,5.453069318e-1
3.744000000e1,1.057693111e-1,5.453084564e-1
3.746000000e1,1.057698642e-1,5.453095758e-1
3.748000000e1,1.057707202e-1,5.453101840e-1
3.750000000e1,1.057711282e-1,5.453111597e-1
3.752000000e1,1.057718957e-1,5.453117156e-1
3.754000000e1,1.057721927e-1,5.453130444e-1
3.756000000e1,1.057724607e-1,5.453145291e-1
3.758000000e1,1.057725171e-1,5.453156249e-1
3.760000000e1,1.057722126e-1,5.453171087e-1
3.762000000e1,1.057719246e-1,5.453178339e-1
3.764000000e1,1.057714429e-1,5.453184289e-1
3.766000000e1,1.057709911e-1,5.453189368e-1
3.768000000e1,1.057705404e-1,5.453195698e-1
3.770000000e1,1.057705870e-1,5.453196981e-1
3.772000000e1,1.057705512e-1,5.453198674e-1
3.774000000e1,1.057705497e-1,5.453199989e-1
3.776000000e1,1.057705829e-1,5.453201076e-1
3.778000000e1,1.057706126e-1,5.453201678e-1
3.780000000e1,1.057706572e-1,5.453202022e-1
3.782000000e1,1.057707211e-1,5.453202265e-1
3.784000000e1,1.057707833e-1,5.453202435e-1
