"Frame","Time","TrackId","x","y","ValueChanged"
18,0.36,0,0.029791741376227653,0.9469234771716638,true
18,0.36,1,0.06479072516360254,0.9463141233555619,true
18,0.36,2,0.008273656603525305,0.9469213233064234,true
18,0.36,3,0.09560589698908897,0.9452906572725032,true
18,0.36,4,0.41147352864144116,0.917512130569034,true
18,0.36,5,0.4284850730550546,0.9172110962271984,true
18,0.36,6,0.4898147387021913,0.8970134149822259,true
18,0.36,7,0.5064422616132359,0.8920833441448922,true
18,0.36,8,0.5336239775981798,0.8751848776564001,true
18,0.36,9,0.5034493708382256,0.6966656848419782,true
18,0.36,10,0.44466566892871506,0.6453203248657204,true
18,0.36,11,0.37201199343116714,0.6333843638911233,true
18,0.36,12,0.3777204965059745,0.6313085445911933,true
18,0.36,13,0.3396970464375373,0.6316231989632256,true
18,0.36,14,0.3679645322250675,0.6308922784589961,true
18,0.36,15,0.35667818334187446,0.6315133518359649,true
18,0.36,16,0.32680508604108827,0.6304311612506163,true
18,0.36,17,0.3621013626213057,0.6132561764746426,true
18,0.36,18,0.5500344669117647,0.4514906977347622,true
18,0.36,19,0.5505831957562469,0.4463011494849373,true
18,0.36,20,0.550185997666325,0.4379978722852176,true
18,0.36,21,0.49137160317713874,0.038143179636212665,true
18,0.36,22,0.48333939625282185,0.03683930722216862,true
18,0.36,23,0.4159119163886745,0.03526555232605283,true
18,0.36,24,0.45093088281918964,0.03544160309427828,true
19,0.38,15,0.35896891404851256,0.6313893778866863,true
19,0.38,16,0.3267560539323802,0.6304228625345429,true
19,0.38,17,0.36209262046238877,0.6134098610944433,true
19,0.38,25,0.44096593026098563,0.9164044103456888,true
19,0.38,2,0.008273656603525305,0.9469213233064234,false
20,0.4,2,0.008525758809258155,0.9469556584523146,true
19,0.38,4,0.41147352864144116,0.917512130569034,false
20,0.4,4,0.41354038406103233,0.917512130569034,true
19,0.38,5,0.4284850730550546,0.9172110962271984,false
20,0.4,5,0.42969503852834146,0.917193168466521,true
20,0.4,15,0.36002418131835606,0.6313428797370845,true
20,0.4,16,0.3267345786289538,0.6304105094838994,true
20,0.4,17,0.36249390456136965,0.6137804526137485,true
20,0.4,25,0.44066967876696334,0.9164524288707543,true
20,0.4,26,0.3330903815574807,0.6499909182905628,true
21,0.42,2,0.00864600407730491,0.9469720024885506,true
21,0.42,4,0.4145261891768728,0.917512130569034,true
21,0.42,5,0.4286416400533388,0.917184616354537,true
20,0.4,6,0.4898147387021913,0.8970134149822259,false
21,0.42,6,0.49419646078890866,0.8945080262647902,true
20,0.4,7,0.5064422616132359,0.8920833441448922,false
21,0.42,7,0.5064422616132359,0.8924094646818808,true
20,0.4,8,0.5336239775981798,0.8751848776564001,false
21,0.42,8,0.5336239775981798,0.8755109981933885,true
20,0.4,9,0.5034493708382256,0.6966656848419782,false
21,0.42,9,0.503475122197644,0.696656625938173,true
21,0.42,15,0.36039052845615804,0.63131918721944,true
21,0.42,16,0.32674838870608347,0.6304253964936493,true
21,0.42,17,0.36261575631989673,0.6139527618329809,true
21,0.42,25,0.4405304693885577,0.9164749811068009,true
22,0.44,2,0.008695230192257052,0.9469787174801825,true
22,0.44,4,0.41492978551353826,0.917512130569034,true
22,0.44,5,0.42805030902138097,0.9171811321607657,true
22,0.44,6,0.4964203899986053,0.8932364222362412,true
22,0.44,7,0.5064422616132359,0.8925749955605037,true
22,0.44,8,0.5336239775981798,0.8756765290720114,true
22,0.44,9,0.5035096157159793,0.6967956769441346,true
21,0.42,13,0.3396970464375373,0.6316231989632256,false
22,0.44,13,0.3396923269387017,0.6316052712025481,true
22,0.44,15,0.36043487274051933,0.6313913417049937,true
22,0.44,16,0.32679488685568514,0.630471894643251,true
22,0.44,17,0.3628745052191449,0.6140507627014193,true
21,0.42,18,0.5500344669117647,0.4514906977347622,false
22,0.44,18,0.5500257881018255,0.45066180803658307,true
21,0.42,19,0.5505831957562469,0.4463011494849373,false
22,0.44,19,0.5505806617971406,0.44614493090603025,true
21,0.42,22,0.48333939625282185,0.03683930722216862,false
22,0.44,22,0.4831059235956596,0.03687121135104213,true
21,0.42,24,0.45093088281918964,0.03544160309427828,false
22,0.44,24,0.4509348738047822,0.03544385990160738,true
22,0.44,25,0.44047969518296404,0.9164832164738966,true
22,0.44,0,0.029791741376227653,0.9469234771716638,false
23,0.46,0,0.03066986510798112,0.9469300021163627,true
23,0.46,2,0.007612112138282405,0.9470409261762436,true
23,0.46,4,0.4150317456930804,0.9178170291985067,true
