mass_A
t,x,y
2.116666667e0,2.586445426e-1,3.818221758e-1
2.120833333e0,2.580997132e-1,3.823703960e-1
2.125000000e0,2.580785342e-1,3.824053562e-1
2.129166667e0,2.580549592e-1,3.824290187e-1
2.133333333e0,2.580512671e-1,3.824774093e-1
2.137500000e0,2.580472925e-1,3.825131455e-1
2.141666667e0,2.580419475e-1,3.825435592e-1
2.145833333e0,2.580346233e-1,3.825643613e-1
2.150000000e0,2.580262927e-1,3.825768676e-1
2.154166667e0,2.580090025e-1,3.825866432e-1
2.158333333e0,2.579888041e-1,3.825986213e-1
2.162500000e0,2.579649740e-1,3.826137828e-1
2.166666667e0,2.579539245e-1,3.826405915e-1
2.170833333e0,2.579428571e-1,3.826797008e-1
2.175000000e0,2.573767487e-1,3.832791052e-1
2.179166667e0,2.573741194e-1,3.833240451e-1
2.183333333e0,2.573484984e-1,3.833431003e-1
2.187500000e0,2.573293498e-1,3.833617205e-1
2.191666667e0,2.573107674e-1,3.833746606e-1
2.195833333e0,2.572971982e-1,3.833840623e-1
2.200000000e0,2.572879862e-1,3.834148386e-1
2.204166667e0,2.572766835e-1,3.834411971e-1
2.208333333e0,2.572649989e-1,3.834729826e-1
2.212500000e0,2.572469634e-1,3.835166118e-1
2.216666667e0,2.572033867e-1,3.835078417e-1
2.220833333e0,2.571466995e-1,3.835001023e-1
2.225000000e0,2.565588282e-1,3.840290460e-1
2.229166667e0,2.565185009e-1,3.840222199e-1
2.233333333e0,2.565220017e-1,3.840418424e-1
2.237500000e0,2.565055682e-1,3.840708521e-1
2.241666667e0,2.564934944e-1,3.840981645e-1
2.245833333e0,2.564801882e-1,3.841202498e-1
2.250000000e0,2.564689408e-1,3.841416827e-1
2.254166667e0,2.564462771e-1,3.841635198e-1
2.258333333e0,2.564220180e-1,3.841776447e-1
2.262500000e0,2.563945843e-1,3.841908079e-1
2.266666667e0,2.563484588e-1,3.841986876e-1
2.270833333e0,2.563500948e-1,3.842392545e-1
2.275000000e0,2.563483954e-1,3.842873835e-1
2.279166667e0,2.557961391e-1,3.849131579e-1
2.283333333e0,2.557969617e-1,3.849693156e-1
2.287500000e0,2.557499359e-1,3.849927662e-1
2.291666667e0,2.557158129e-1,3.850073374e-1
2.295833333e0,2.556914166e-1,3.850191985e-1
2.300000000e0,2.556684725e-1,3.850288550e-1
2.304166667e0,2.556705822e-1,3.850291511e-1
2.308333333e0,2.556687473e-1,3.850289355e-1
2.312500000e0,2.556706896e-1,3.850291574e-1
2.316666667e0,2.556684359e-1,3.850285388e-1
2.320833333e0,2.556966906e-1,3.850770566e-1
2.325000000e0,2.557266515e-1,3.851399287e-1
2.329166667e0,2.557701321e-1,3.852357612e-1
2.333333333e0,2.558267147e-1,3.853742649e-1
2.337500000e0,2.558105901e-1,3.854109026e-1
2.341666667e0,2.554248298e-1,3.854596337e-1
2.345833333e0,2.553993657e-1,3.855031212e-1
2.350000000e0,2.553744783e-1,3.855385993e-1
2.354166667e0,2.553347108e-1,3.856286542e-1
2.358333333e0,2.553017997e-1,3.857069578e-1
2.362500000e0,2.548394501e-1,3.863678312e-1
2.366666667e0,2.548392270e-1,3.863675459e-1
2.370833333e0,2.548273700e-1,3.864065390e-1
2.375000000e0,2.548122586e-1,3.864284666e-1
2.379166667e0,2.547984589e-1,3.864543085e-1
2.383333333e0,2.547798225e-1,3.864744531e-1
2.387500000e0,2.547807885e-1,3.864963323e-1
2.391666667e0,2.547801260e-1,3.865149444e-1
2.395833333e0,2.547807851e-1,3.865323273e-1
2.400000000e0,2.547746069e-1,3.865446749e-1
2.404166667e0,2.547659877e-1,3.865813253e-1
2.408333333e0,2.547534629e-1,3.866125561e-1
2.412500000e0,2.547333881e-1,3.866457772e-1
2.416666667e0,2.547105433e-1,3.866843158e-1
2.420833333e0,2.546848801e-1,3.867244918e-1
2.425000000e0,2.541868936e-1,3.873663144e-1
2.429166667e0,2.541708229e-1,3.874198261e-1
2.433333333e0,2.541571565e-1,3.874625301e-1
2.437500000e0,2.541499720e-1,3.874902173e-1
2.441666667e0,2.541471524e-1,3.875224494e-1
2.445833333e0,2.541444899e-1,3.875596795e-1
2.450000000e0,2.541468113e-1,3.876066552e-1
2.454166667e0,2.541647974e-1,3.876535157e-1
2.458333333e0,2.541881151e-1,3.877110782e-1
2.462500000e0,2.542145816e-1,3.877834252e-1
2.466666667e0,2.542436487e-1,3.878644888e-1
2.470833333e0,2.539097256e-1,3.879676772e-1
2.475000000e0,2.539159006e-1,3.880417313e-1
2.479166667e0,2.539191435e-1,3.881092685e-1
2.483333333e0,2.539171238e-1,3.881618206e-1
2.487500000e0,2.539262282e-1,3.882085411e-1
2.491666667e0,2.539290185e-1,3.882512458e-1
2.495833333e0,2.539280646e-1,3.882945312e-1
2.500000000e0,2.539242064e-1,3.883439316e-1
2.504166667e0,2.534699114e-1,3.889871240e-1
2.508333333e0,2.534705413e-1,3.890437867e-1
2.512500000e0,2.534742039e-1,3.890927243e-1
2.516666667e0,2.534901794e-1,3.891417297e-1
2.520833333e0,2.535121154e-1,3.891762849e-1
2.525000000e0,2.535413380e-1,3.892177576e-1
2.529166667e0,2.535706190e-1,3.892616818e-1
2.533333333e0,2.536067134e-1,3.893161484e-1
2.537500000e0,2.536092938e-1,3.893473035e-1
2.541666667e0,2.536177653e-1,3.893871945e-1
2.545833333e0,2.535651112e-1,3.894097332e-1
2.550000000e0,2.535326110e-1,3.894453479e-1
2.554166667e0,2.531396656e-1,3.895039536e-1
2.558333333e0,2.531365658e-1,3.895623993e-1
2.562500000e0,2.531256538e-1,3.896151042e-1
2.566666667e0,2.531122340e-1,3.896667250e-1
2.570833333e0,2.531378156e-1,3.897570710e-1
2.575000000e0,2.531567186e-1,3.898381642e-1
2.579166667e0,2.531642020e-1,3.899007140e-1
2.583333333e0,2.531692653e-1,3.899736180e-1
2.587500000e0,2.531617788e-1,3.899853521e-1
2.591666667e0,2.531556294e-1,3.900020275e-1
2.595833333e0,2.531475250e-1,3.900166862e-1
2.600000000e0,2.527079200e-1,3.906339373e-1
2.604166667e0,2.527175820e-1,3.906856600e-1
2.608333333e0,2.527338789e-1,3.907368451e-1
2.612500000e0,2.527515785e-1,3.907839676e-1
2.616666667e0,2.527773544e-1,3.908402445e-1
2.620833333e0,2.527942567e-1,3.909047035e-1
2.625000000e0,2.528164623e-1,3.909779145e-1
2.629166667e0,2.527596349e-1,3.909341031e-1
2.633333333e0,2.527594915e-1,3.909517855e-1
2.637500000e0,2.527618364e-1,3.909866364e-1
2.641666667e0,2.527662376e-1,3.910504517e-1
2.645833333e0,2.527694850e-1,3.911517748e-1
2.650000000e0,2.527766977e-1,3.913188966e-1
2.654166667e0,2.525650000e-1,3.914882959e-1
2.658333333e0,2.525840362e-1,3.915855579e-1
2.662500000e0,2.525940356e-1,3.916494227e-1
2.666666667e0,2.525952274e-1,3.916983203e-1
2.670833333e0,2.525913470e-1,3.917485609e-1
2.675000000e0,2.525870836e-1,3.918096065e-1
2.679166667e0,2.525854172e-1,3.918328094e-1
2.683333333e0,2.525848082e-1,3.918641928e-1
2.687500000e0,2.525989600e-1,3.919069863e-1
2.691666667e0,2.526109630e-1,3.919637360e-1
2.695833333e0,2.526276963e-1,3.920235490e-1
2.700000000e0,2.523350745e-1,3.926386416e-1
2.704166667e0,2.523017523e-1,3.927063392e-1
2.708333333e0,2.522706570e-1,3.927839805e-1
2.712500000e0,2.522501134e-1,3.928771885e-1
2.716666667e0,2.520483971e-1,3.930060363e-1
2.720833333e0,2.520237427e-1,3.930655622e-1
2.725000000e0,2.519992908e-1,3.931221938e-1
2.729166667e0,2.519819613e-1,3.931652627e-1
2.733333333e0,2.519660641e-1,3.932053732e-1
2.737500000e0,2.519879800e-1,3.932853845e-1
2.741666667e0,2.520024120e-1,3.933431965e-1
2.745833333e0,2.520213137e-1,3.933983326e-1
2.750000000e0,2.520420100e-1,3.934555994e-1
2.754166667e0,2.520560100e-1,3.934966586e-1
2.758333333e0,2.520705075e-1,3.935509120e-1
2.762500000e0,2.520861041e-1,3.936143665e-1
2.766666667e0,2.521042556e-1,3.936984859e-1
2.770833333e0,2.519200714e-1,3.938630150e-1
2.775000000e0,2.519126800e-1,3.939739164e-1
2.779166667e0,2.519053998e-1,3.940459240e-1
2.783333333e0,2.518929914e-1,3.940945368e-1
2.787500000e0,2.519083740e-1,3.941531798e-1
2.791666667e0,2.519207559e-1,3.942125079e-1
2.795833333e0,2.519316766e-1,3.942897031e-1
